delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,highGamma,classification,Theta_LowAlpha_Ratio,Theta_HighAlpha_Ratio,Delta_Theta_Ratio,Total_Alpha,Total_Beta,Total_Gamma,High_Low_Alpha_Diff,High_Low_Beta_Diff,High_Low_Gamma_Diff
38988,17661,4694,21165,4694,4202,4637,49187,1,3.76,0.83,2.21,25859,8896,53824,16471,-492,44550
389890,21811,758,5615,4693,3255,384,74786,0,28.77,3.88,17.88,6373,7948,75170,4857,-1438,74402
18028,19762,4692,11101,4692,6065,4503,13976,1,4.21,1.78,0.91,15793,10757,18479,6409,1373,9473
92361,24532,4689,14877,4689,6962,4548,3800,1,5.23,1.65,3.76,19566,11651,8348,10188,2273,-748
162608,9979,4682,2077,4682,1373,1630,747,0,2.13,4.80,16.30,6759,6055,2377,-2605,-3309,-883
39085,9511,4682,7027,4682,5195,1149,1684,1,2.03,1.35,4.11,11709,9877,2833,2345,513,535
613137,75354,4674,11039,4674,16472,8135,6243,1,16.12,6.83,8.14,15713,21146,14378,6365,11798,-1892
17997,1784,35263,9760,4671,4573,2277,411827,0,0.05,0.18,10.09,45023,9244,414104,-25503,-98,409550
175869,32531,4668,18414,4668,9232,3770,706856,1,6.97,1.77,5.41,23082,13900,710626,13746,4564,703086
726349,8551,4665,4479,4665,2343,2019,2242,1,1.83,1.91,84.94,9144,7008,4261,-186,-2322,223
181098,12589,4649,2167,4649,1615,1977,789,0,2.71,5.81,14.39,6816,6264,2766,-2482,-3034,-1188
11200,12662,4647,26228,4647,7320,4559,1973,1,2.72,0.48,0.88,30875,11967,6532,21581,2673,-2586
1152854,70753,4641,8197,4641,3887,5346,1317,0,15.25,8.63,16.29,12838,8528,6663,3556,-754,-4029
47266,37183,4634,3417,4634,2909,4204,71531,1,8.02,10.88,1.27,8051,7543,75735,-1217,-1725,67327
115126,33497,4630,13950,4630,5471,3810,3478,0,7.23,2.40,3.44,18580,10101,7288,9320,841,-332
104241,12716,4617,7108,4617,2278,1126,715,1,2.75,1.79,8.20,11725,6895,1841,2491,-2339,-411
112949,12509,4616,10644,4616,5596,3944,3210,1,2.71,1.18,9.03,15260,10212,7154,6028,980,-734
37611,22541,4605,26458,4605,5246,7818,1812,0,4.89,0.85,1.67,31063,9851,9630,21853,641,-6006
8803,62851,4567,7022,4567,17164,8437,95913,0,13.76,8.95,0.14,11589,21731,104350,2455,12597,87476
7988,15828,4557,18721,4557,7987,6021,9312,1,3.47,0.85,0.50,23278,12544,15333,14164,3430,3291
919941,80178,29778,7565,4553,23312,1005,321034,0,2.69,10.60,11.47,37343,27865,322039,-22213,18759,320029
472514,49658,4544,14506,4544,6324,6238,657567,1,10.93,3.42,9.52,19050,10868,663805,9962,1780,651329
108122,106628,4543,36116,4543,25437,8146,11986,0,23.47,2.95,1.01,40659,29980,20132,31573,20894,3840
302497,28669,4524,7600,4524,2462,1396,53604,1,6.34,3.77,10.55,12124,6986,55000,3076,-2062,52208
506297,21572,4523,4085,4523,3065,1928,940,0,4.77,5.28,23.47,8608,7588,2868,-438,-1458,-988
127359,18834,4521,26143,4521,5057,2159,1280,1,4.17,0.72,6.76,30664,9578,3439,21622,536,-879
159205,24444,4516,12075,4516,7739,2854,1238,1,5.41,2.02,6.51,16591,12255,4092,7559,3223,-1616
668658,185544,3647,31328,4510,38555,4207,268379,0,50.88,5.92,3.60,34975,43065,272586,27681,34045,264172
98581,39921,29497,8982,4502,5302,1367,98228,0,1.35,4.44,2.47,38479,9804,99595,-20515,800,96861
471616,10276,4502,4060,4502,1347,451,59702,1,2.28,2.53,45.89,8562,5849,60153,-442,-3155,59251
204367,21757,4494,80251,4494,9149,8107,3964,0,4.84,0.27,9.39,84745,13643,12071,75757,4655,-4143
834456,85483,4489,29191,4489,10071,9251,3977,1,19.04,2.93,9.76,33680,14560,13228,24702,5582,-5274
32482,22531,4489,4901,4489,14766,2885,16058,1,5.02,4.60,1.44,9390,19255,18943,412,10277,13173
172430,11962,4487,7002,4487,1612,1318,57013,0,2.67,1.71,14.41,11489,6099,58331,2515,-2875,55695
26820,9886,4460,4151,4460,3277,1613,566,1,2.22,2.38,2.71,8611,7737,2179,-309,-1183,-1047
13688,12996,4460,3379,4460,17487,4786,97741,1,2.91,3.85,1.05,7839,21947,102527,-1081,13027,92955
324868,21695,4448,1878,4448,2288,506,59304,1,4.88,11.55,14.97,6326,6736,59810,-2570,-2160,58798
127883,9040,4442,8696,4442,2301,877,32472,1,2.04,1.04,14.15,13138,6743,33349,4254,-2141,31595
8664,24566,4439,5912,4439,18938,6401,137750,1,5.53,4.16,0.35,10351,23377,144151,1473,14499,131349
9982,13451,4437,12339,4437,9283,2798,625460,1,3.03,1.09,0.74,16776,13720,628258,7902,4846,622662
60498,34781,4432,2729,4432,5060,4930,642366,1,7.85,12.74,1.74,7161,9492,647296,-1703,628,637436
43033,26901,4432,2171,4432,3611,2565,1055,0,6.07,12.39,1.60,6603,8043,3620,-2261,-821,-1510
202758,3215,4426,1480,4426,1345,432,36899,1,0.73,2.17,63.07,5906,5771,37331,-2946,-3081,36467
28290,38195,4424,106063,4424,7025,5367,1741,1,8.63,0.36,0.74,110487,11449,7108,101639,2601,-3626
32836,31096,4421,46306,4421,12263,2699,2558,0,7.03,0.67,1.06,50727,16684,5257,41885,7842,-141
1163333,66906,4413,40235,4413,5596,2172,170247,1,15.16,1.66,17.39,44648,10009,172419,35822,1183,168075
38642,19093,4412,9183,4412,2106,943,80585,1,4.33,2.08,2.02,13595,6518,81528,4771,-2306,79642
19022,28258,855,6063,4410,4709,487,8546,0,33.05,4.66,0.67,6918,9119,9033,5208,299,8059
131665,224544,143917,6576,4401,90835,1997,535304,0,1.56,34.15,0.59,150493,95236,537301,-137341,86434,533307
767333,39491,4398,25069,4398,9266,10642,3966,1,8.98,1.58,19.43,29467,13664,14608,20671,4868,-6676
47627,21702,4394,8349,4394,4481,2664,2027,1,4.94,2.60,2.19,12743,8875,4691,3955,87,-637
95634,56972,4391,5309,4391,2353,528,287,1,12.97,10.73,1.68,9700,6744,815,918,-2038,-241
444450,142221,4362,14077,4362,11740,7655,5909,1,32.60,10.10,3.13,18439,16102,13564,9715,7378,-1746
335143,989646,27467,279898,4357,277358,3903,1444445,0,36.03,3.54,0.34,307365,281715,1448348,252431,273001,1440542
621498,72794,10101,29263,4343,17399,1093,235771,0,7.21,2.49,8.54,39364,21742,236864,19162,13056,234678
35145,10929,4343,2362,4343,8460,8316,98074,1,2.52,4.63,3.22,6705,12803,106390,-1981,4117,89758
465372,193023,4341,17117,4341,9965,2892,3805,0,44.47,11.28,2.41,21458,14306,6697,12776,5624,913
122740,825576,38786,3978,4341,115360,6906,961387,0,21.29,207.54,0.15,42764,119701,968293,-34808,111019,954481
18440,24150,4339,5427,4339,6630,2919,42163,1,5.57,4.45,0.76,9766,10969,45082,1088,2291,39244
637033,84711,4327,6685,4327,3892,2133,185859,0,19.58,12.67,7.52,11012,8219,187992,2358,-435,183726
251497,19667,4323,2741,4323,1024,610,49744,1,4.55,7.18,12.79,7064,5347,50354,-1582,-3299,49134
119435,9827,4322,6642,4322,1651,555,289,1,2.27,1.48,12.15,10964,5973,844,2320,-2671,-266
199093,27765,4321,2000,4321,1707,200,54072,1,6.43,13.88,7.17,6321,6028,54272,-2321,-2614,53872
86941,9205,4318,5885,4318,773,350,17932,0,2.13,1.56,9.44,10203,5091,18282,1567,-3545,17582
895026,109361,4310,4632,4310,11767,18154,35327,1,25.37,23.61,8.18,8942,16077,53481,322,7457,17173
7165,15065,4305,19306,4305,16823,686,73893,1,3.50,0.78,0.48,23611,21128,74579,15001,12518,73207
585213,30919,4289,2121,4289,5359,3495,170335,1,7.21,14.58,18.93,6410,9648,173830,-2168,1070,166840
359407,141413,4501,7856,4279,4635,190,118187,0,31.42,18.00,2.54,12357,8914,118377,3355,356,117997
1750738,92723,55607,39792,4269,17479,5693,365555,0,1.67,2.33,18.88,95399,21748,371248,-15815,13210,359862
789856,287616,4268,17964,4268,13489,7752,3452,0,67.39,16.01,2.75,22232,17757,11204,13696,9221,-4300
100408,17083,4263,2632,4263,4408,2011,16502,0,4.01,6.49,5.88,6895,8671,18513,-1631,145,14491
141428,8027,4259,4010,4259,1651,549,47515,1,1.88,2.00,17.62,8269,5910,48064,-249,-2608,46966
15968,9324,4258,11005,4258,4691,5556,12871,1,2.19,0.85,1.71,15263,8949,18427,6747,433,7315
256115,30215,7750,6451,4239,1583,2432,45726,0,3.90,4.68,8.48,14201,5822,48158,-1299,-2656,43294
37954,70943,5767,6146,4238,5538,6462,360198,0,12.30,11.54,0.53,11913,9776,366660,379,1300,353736
73201,100565,7290,12337,4235,3109,990,109375,0,13.79,8.15,0.73,19627,7344,110365,5047,-1126,108385
464144,17131,4230,10963,4230,2650,1813,1769,1,4.05,1.56,27.09,15193,6880,3582,6733,-1580,-44
274842,80701,4228,7915,4228,11317,7518,621533,1,19.09,10.20,3.41,12143,15545,629051,3687,7089,614015
176667,36132,4226,6315,4226,1595,280,54447,1,8.55,5.72,4.89,10541,5821,54727,2089,-2631,54167
173806,36588,12002,4166,4220,4210,3334,90644,0,3.05,8.78,4.75,16168,8430,93978,-7836,-10,87310
9937,14077,4218,18208,4218,29966,5207,95617,0,3.34,0.77,0.71,22426,34184,100824,13990,25748,90410
99425,8005,4210,795,4210,1927,251,51311,1,1.90,10.07,12.42,5005,6137,51562,-3415,-2283,51060
17040,9187,1083,2515,4200,1265,161,31097,0,8.48,3.65,1.85,3598,5465,31258,1432,-2935,30936
4319,17976,12866,15099,4194,5191,1904,464493,0,1.40,1.19,0.24,27965,9385,466397,2233,997,462589
31147,9868,16875,13319,4186,5107,5042,42735,0,0.58,0.74,3.16,30194,9293,47777,-3556,921,37693
553047,15195,4162,3782,4162,601,272,54913,1,3.65,4.02,36.40,7944,4763,55185,-380,-3561,54641
35758,65541,4144,3303,4144,6063,2410,1923,1,15.82,19.84,0.55,7447,10207,4333,-841,1919,-487
525154,130421,4130,29284,4130,24040,24497,641968,1,31.58,4.45,4.03,33414,28170,666465,25154,19910,617471
1333382,60973,13900,60423,4120,6975,4044,266355,0,4.39,1.01,21.87,74323,11095,270399,46523,2855,262311
2412765,49795,13535,26275,4107,7503,2548,216637,0,3.68,1.90,48.45,39810,11610,219185,12740,3396,214089
161081,18263,4104,3934,4104,1803,721,294,0,4.45,4.64,8.82,8038,5907,1015,-170,-2301,-427
9138,7083,4099,10753,4099,5439,2161,1465,1,1.73,0.66,1.29,14852,9538,3626,6654,1340,-696
71383,14796,13907,1595,4084,1110,2840,84727,0,1.06,9.28,4.82,15502,5194,87567,-12312,-2974,81887
77516,25908,16268,5534,4081,3065,979,92312,0,1.59,4.68,2.99,21802,7146,93291,-10734,-1016,91333
106813,33192,4080,7680,4080,4603,1227,561,0,8.14,4.32,3.22,11760,8683,1788,3600,523,-666
1212313,40617,10485,4029,4064,8692,712,180486,0,3.87,10.08,29.85,14514,12756,181198,-6456,4628,179774
200451,855685,5828,229029,4057,205465,4017,1031489,0,146.82,3.74,0.23,234857,209522,1035506,223201,201408,1027472
56663,4992,4054,5400,4054,7172,762,11119,1,1.23,0.92,11.35,9454,11226,11881,1346,3118,10357
146099,338746,9559,213911,4049,349471,3704,1445375,0,35.44,1.58,0.43,223470,353520,1449079,204352,345422,1441671
3786,25252,4039,9476,4039,8935,5322,22797,1,6.25,2.66,0.15,13515,12974,28119,5437,4896,17475
24167,23651,4037,511,4037,676,817,436,0,5.86,46.28,1.02,4548,4713,1253,-3526,-3361,-381
61977,4269,4035,1518,4035,1082,254,460,0,1.06,2.81,14.52,5553,5117,714,-2517,-2953,206
225194,12331,4030,980,4030,2168,199,32590,1,3.06,12.58,18.26,5010,6198,32789,-3050,-1862,32391
25774,9029,4023,5155,4023,3760,1802,2738,1,2.24,1.75,2.85,9178,7783,4540,1132,-263,936
109393,14212,4021,10439,4021,4037,3719,4778,0,3.53,1.36,7.70,14460,8058,8497,6418,16,1059
1410241,86081,4019,9098,4019,6290,12715,3673,0,21.42,9.46,16.38,13117,10309,16388,5079,2271,-9042
180326,55489,4009,11222,4009,4018,1548,17625,0,13.84,4.94,3.25,15231,8027,19173,7213,9,16077
230886,66599,13030,9047,4008,4912,347,119780,0,5.11,7.36,3.47,22077,8920,120127,-3983,904,119433
1601043,9220,4006,17271,4006,9688,12854,3413,1,2.30,0.53,173.65,21277,13694,16267,13265,5682,-9441
961786,166135,4004,11856,4004,13397,5554,2858,0,41.49,14.01,5.79,15860,17401,8412,7852,9393,-2696
1056394,17723,3999,3330,3999,3867,2651,120636,0,4.43,5.32,59.61,7329,7866,123287,-669,-132,117985
7507,19769,3990,21241,3990,2599,1460,54340,1,4.95,0.93,0.38,25231,6589,55800,17251,-1391,52880
10092,15205,3977,5969,3977,6061,3935,589370,1,3.82,2.55,0.66,9946,10038,593305,1992,2084,585435
375059,29915,3971,2627,3971,4362,1083,35910,1,7.53,11.39,12.54,6598,8333,36993,-1344,391,34827
765930,1112945,10379,391491,3970,212086,3032,1146045,0,107.23,2.84,0.69,401870,216056,1149077,381112,208116,1143013
170887,30125,3967,11163,3967,5963,1463,3755,1,7.59,2.70,5.67,15130,9930,5218,7196,1996,2292
12790,27595,3959,15979,3959,3810,5632,4874,1,6.97,1.73,0.46,19938,7769,10506,12020,-149,-758
266996,57690,12295,24328,3957,4092,1071,110616,0,4.69,2.37,4.63,36623,8049,111687,12033,135,109545
110524,41996,3957,13609,3957,9080,2798,618643,1,10.61,3.09,2.63,17566,13037,621441,9652,5123,615845
5654,3203,3955,9488,3955,4978,3808,1444,1,0.81,0.34,1.77,13443,8933,5252,5533,1023,-2364
235570,107159,49343,6618,3940,122658,2925,1008346,0,2.17,16.19,2.20,55961,126598,1011271,-42725,118718,1005421
29163,37184,3928,4391,3928,1446,414,45879,1,9.47,8.47,0.78,8319,5374,46293,463,-2482,45465
171526,52197,3926,4652,3926,5390,1182,1433,0,13.30,11.22,3.29,8578,9316,2615,726,1464,251
178586,4823,3922,2428,3922,2370,208,364,1,1.23,1.99,37.03,6350,6292,572,-1494,-1552,156
89581,27379,3920,27311,3920,4987,3112,2429,1,6.98,1.00,3.27,31231,8907,5541,23391,1067,-683
154560,19557,3912,1742,3912,5079,4166,13626,0,5.00,11.23,7.90,5654,8991,17792,-2170,1167,9460
15328,15923,3905,6277,3905,2518,1139,1943,1,4.08,2.54,0.96,10182,6423,3082,2372,-1387,804
137130,365737,7587,98789,3904,173820,4244,824353,0,48.21,3.70,0.37,106376,177724,828597,91202,169916,820109
3557427,360633,3895,84273,3895,23361,22684,848721,0,92.59,4.28,9.86,88168,27256,871405,80378,19466,826037
266015,30962,10260,19449,3887,1376,1484,169056,0,3.02,1.59,8.59,29709,5263,170540,9189,-2511,167572
761317,87327,3877,4190,3877,2427,785,95097,0,22.52,20.84,8.72,8067,6304,95882,313,-1450,94312
932555,54221,3874,6013,3874,7503,3163,28755,1,14.00,9.02,17.20,9887,11377,31918,2139,3629,25592
919850,292907,3871,57244,3871,17929,40751,8432,0,75.67,5.12,3.14,61115,21800,49183,53373,14058,-32319
165102,1903222,45938,487684,3856,275318,2735,1580738,0,41.43,3.90,0.09,533622,279174,1583473,441746,271462,1578003
61885,86020,3856,6855,3856,1233,2118,34500,1,22.31,12.55,0.72,10711,5089,36618,2999,-2623,32382
310485,775857,3469,2936,3835,105446,4024,825331,0,223.65,264.26,0.40,6405,109281,829355,-533,101611,821307
298889,19742,3822,11213,3822,512,400,60314,1,5.17,1.76,15.14,15035,4334,60714,7391,-3310,59914
651093,48626,3822,8135,3822,5150,3797,25681,0,12.72,5.98,13.39,11957,8972,29478,4313,1328,21884
218515,34543,9067,2620,3821,6429,998,122644,0,3.81,13.18,6.33,11687,10250,123642,-6447,2608,121646
2050135,187387,3821,19023,3821,10757,3213,618100,1,49.04,9.85,10.94,22844,14578,621313,15202,6936,614887
41405,13621,3816,2578,3816,4336,3902,2963,0,3.57,5.28,3.04,6394,8152,6865,-1238,520,-939
1142794,128720,3814,11954,3814,8079,2557,660325,1,33.75,10.77,8.88,15768,11893,662882,8140,4265,657768
9084,15686,3808,5975,3808,3615,2045,40563,1,4.12,2.63,0.58,9783,7423,42608,2167,-193,38518
98892,20460,3803,4152,3803,1875,1334,44887,0,5.38,4.93,4.83,7955,5678,46221,349,-1928,43553
70820,9062,3799,19271,3799,4089,2324,1273,1,2.39,0.47,7.82,23070,7888,3597,15472,290,-1051
934453,732071,13918,572532,3790,281874,2188,1561610,0,52.60,1.28,1.28,586450,285664,1563798,558614,278084,1559422
673644,70423,7930,6818,3790,5023,1042,54186,0,8.88,10.33,9.57,14748,8813,55228,-1112,1233,53144
13950,16768,3777,7423,3777,5559,1849,55917,1,4.44,2.26,0.83,11200,9336,57766,3646,1782,54068
635942,97830,3774,16564,3774,19630,3931,2993,0,25.92,5.91,6.50,20338,23404,6924,12790,15856,-938
148157,57081,3752,6240,3752,4391,524,114529,1,15.21,9.15,2.60,9992,8143,115053,2488,639,114005
75374,13347,3749,17764,3749,15863,5931,115663,0,3.56,0.75,5.65,21513,19612,121594,14015,12114,109732
1142705,436132,118597,165247,3741,265804,4035,1554948,0,3.68,2.64,2.62,283844,269545,1558983,46650,262063,1550913
63628,5331,3740,376,3740,854,116,28087,0,1.43,14.18,11.94,4116,4594,28203,-3364,-2886,27971
349432,49947,9948,3461,3739,3681,499,92198,0,5.02,14.43,7.00,13409,7420,92697,-6487,-58,91699
876022,22823,6517,7068,3730,3947,920,96166,0,3.50,3.23,38.38,13585,7677,97086,551,217,95246
13523,15798,3727,7834,3727,4643,3453,3155,1,4.24,2.02,0.86,11561,8370,6608,4107,916,-298
41378,36556,3725,14042,3725,5392,5787,2860,1,9.81,2.60,1.13,17767,9117,8647,10317,1667,-2927
66035,37767,3715,1856,3715,1446,655,55616,1,10.17,20.35,1.75,5571,5161,56271,-1859,-2269,54961
22672,9470,3707,23067,3707,7353,9614,2102,1,2.55,0.41,2.39,26774,11060,11716,19360,3646,-7512
1033338,141705,3707,6883,3707,11288,6589,7687,1,38.23,20.59,7.29,10590,14995,14276,3176,7581,1098
8133,16148,3707,25643,3707,13386,6697,113641,1,4.36,0.63,0.50,29350,17093,120338,21936,9679,106944
432006,19543,3706,15261,3706,4811,4400,2144,1,5.27,1.28,22.11,18967,8517,6544,11555,1105,-2256
98263,42335,3706,1450,3706,2487,1847,1417,0,11.42,29.20,2.32,5156,6193,3264,-2256,-1219,-430
267227,979777,18663,285795,3705,304636,4913,1515444,0,52.50,3.43,0.27,304458,308341,1520357,267132,300931,1510531
566291,257001,3702,4106,3702,11365,9361,2475,1,69.42,62.59,2.20,7808,15067,11836,404,7663,-6886
7375,19935,3701,13151,3701,3714,1993,666,1,5.39,1.52,0.37,16852,7415,2659,9450,13,-1327
66490,59352,3699,11011,3699,19710,20418,107062,0,16.05,5.39,1.12,14710,23409,127480,7312,16011,86644
285485,46393,3696,2661,3696,8752,6136,648491,1,12.55,17.43,6.15,6357,12448,654627,-1035,5056,642355
87540,41804,3691,14693,3691,2548,2449,3030,0,11.33,2.85,2.09,18384,6239,5479,11002,-1143,581
435680,882389,7061,363359,3685,206904,2099,1153692,0,124.97,2.43,0.49,370420,210589,1155791,356298,203219,1151593
999646,43463,1569,2634,3685,3072,2765,181254,0,27.70,16.50,23.00,4203,6757,184019,1065,-613,178489
318798,53805,3683,4396,3683,8865,5177,1564,0,14.61,12.24,5.93,8079,12548,6741,713,5182,-3613
218061,10823,3683,1078,3683,816,329,39341,1,2.94,10.04,20.15,4761,4499,39670,-2605,-2867,39012
149055,30501,3679,3343,3679,2611,2608,1981,1,8.29,9.12,4.89,7022,6290,4589,-336,-1068,-627
2870,17722,3674,7419,3674,5820,3531,29841,1,4.82,2.39,0.16,11093,9494,33372,3745,2146,26310
412456,105724,3673,24497,3673,21700,5204,694123,1,28.78,4.32,3.90,28170,25373,699327,20824,18027,688919
45503,18125,3669,14754,3669,9249,3096,50591,1,4.94,1.23,2.51,18423,12918,53687,11085,5580,47495
429861,7801,3656,851,3656,2855,331,293,0,2.13,9.17,55.10,4507,6511,624,-2805,-801,-38
40521,5800,3653,2775,3653,5750,4593,4000,1,1.59,2.09,6.99,6428,9403,8593,-878,2097,-593
66810,21868,3644,19128,3644,4147,2860,2224,0,6.00,1.14,3.06,22772,7791,5084,15484,503,-636
72464,26405,3624,10183,3624,9840,2956,2910,1,7.29,2.59,2.74,13807,13464,5866,6559,6216,-46
8496,5673,3622,2181,3622,3371,2913,31473,1,1.57,2.60,1.50,5803,6993,34386,-1441,-251,28560
90038,33307,8964,7707,3621,30783,902,192763,0,3.72,4.32,2.70,16671,34404,193665,-1257,27162,191861
932417,22252,3609,7774,3609,3819,3374,4489,1,6.17,2.86,41.90,11383,7428,7863,4165,210,1115
9926,20630,3602,7770,3602,12952,4055,42663,1,5.73,2.66,0.48,11372,16554,46718,4168,9350,38608
1787897,121710,12237,7659,3587,4706,2665,198352,0,9.95,15.89,14.69,19896,8293,201017,-4578,1119,195687
1248403,444629,160967,1809,3579,140451,931,864294,0,2.76,245.79,2.81,162776,144030,865225,-159158,136872,863363
227165,67828,3556,1832,3556,2162,1771,4824,0,19.07,37.02,3.35,5388,5718,6595,-1724,-1394,3053
202231,178353,3537,22780,3537,12624,5458,696999,1,50.42,7.83,1.13,26317,16161,702457,19243,9087,691541
523688,83318,3530,14564,3530,3727,1307,172050,1,23.60,5.72,6.29,18094,7257,173357,11034,197,170743
392574,16613,3530,5063,3530,1759,910,5784,0,4.71,3.28,23.63,8593,5289,6694,1533,-1771,4874
124251,197963,4709,91309,3525,75449,3427,342913,0,42.04,2.17,0.63,96018,78974,346340,86600,71924,339486
24911,32229,3525,7854,3525,13188,5906,188299,0,9.14,4.10,0.77,11379,16713,194205,4329,9663,182393
28553,21059,3514,8270,3514,3063,2691,1336,1,5.99,2.55,1.36,11784,6577,4027,4756,-451,-1355
59458,12640,3502,6615,3502,1521,652,316,0,3.61,1.91,4.70,10117,5023,968,3113,-1981,-336
5559,12695,3499,4829,3499,8753,6461,2077,0,3.63,2.63,0.44,8328,12252,8538,1330,5254,-4384
524847,34166,7988,2662,3490,4745,1603,33723,0,4.28,12.83,15.36,10650,8235,35326,-5326,1255,32120
276941,28215,3487,4321,3487,2225,895,61010,1,8.09,6.53,9.82,7808,5712,61905,834,-1262,60115
18394,56472,3479,55665,3479,7886,2893,4436,0,16.23,1.01,0.33,59144,11365,7329,52186,4407,1543
123919,147399,58415,7743,3475,54298,1111,311132,0,2.52,19.04,0.84,66158,57773,312243,-50672,50823,310021
309276,25516,3474,1974,3474,2527,1193,31701,1,7.34,12.93,12.12,5448,6001,32894,-1500,-947,30508
307690,17802,3468,3475,3468,850,868,7587,0,5.13,5.12,17.28,6943,4318,8455,7,-2618,6719
195184,44179,3459,3233,3459,612,452,47307,1,12.77,13.67,4.42,6692,4071,47759,-226,-2847,46855
110229,32412,17380,4638,3458,1793,2087,17704,0,1.86,6.99,3.40,22018,5251,19791,-12742,-1665,15617
39366,34106,3452,5545,3452,18509,6571,72799,0,9.88,6.15,1.15,8997,21961,79370,2093,15057,66228
578266,285384,39762,7509,3451,55075,630,463234,0,7.18,38.01,2.03,47271,58526,463864,-32253,51624,462604
274386,15562,2929,7085,3447,2939,1806,115540,0,5.31,2.20,17.63,10014,6386,117346,4156,-508,113734
333775,64522,6511,2381,3445,3520,2086,51421,0,9.91,27.10,5.17,8892,6965,53507,-4130,75,49335
776368,159910,3442,10981,3442,8926,3914,5524,0,46.46,14.56,4.86,14423,12368,9438,7539,5484,1610
344272,38915,32645,7067,3439,52827,2398,321342,0,1.19,5.51,8.85,39712,56266,323740,-25578,49388,318944
31862,27898,3438,7821,3438,10880,7194,654874,1,8.11,3.57,1.14,11259,14318,662068,4383,7442,647680
341431,129836,26981,3105,3437,68783,2172,311891,0,4.81,41.82,2.63,30086,72220,314063,-23876,65346,309719
304894,37403,3436,7607,3436,8613,1817,1526,0,10.89,4.92,8.15,11043,12049,3343,4171,5177,-291
12002,4686,3429,7140,3429,1878,700,1186,1,1.37,0.66,2.56,10569,5307,1886,3711,-1551,486
149277,125218,76587,8768,3429,65272,1198,776688,0,1.63,14.28,1.19,85355,68701,777886,-67819,61843,775490
