delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,highGamma,classification,Theta_LowAlpha_Ratio,Theta_HighAlpha_Ratio,Delta_Theta_Ratio,Total_Alpha,Total_Beta,Total_Gamma,High_Low_Alpha_Diff,High_Low_Beta_Diff,High_Low_Gamma_Diff
399368,8270,20899,5546,13622,8870,3494,349268,0,0.40,1.49,48.29,26445,22492,352762,-15353,-4752,345774
198823,52171,13611,10575,13611,5099,2776,663206,1,3.83,4.93,3.81,24186,18710,665982,-3036,-8512,660430
403664,19692,13609,22629,13609,6089,5343,4877,0,1.45,0.87,20.50,36238,19698,10220,9020,-7520,-466
9373,8379,13604,19676,13604,10752,7206,54149,1,0.62,0.43,1.12,33280,24356,61355,6072,-2852,46943
249100,75918,13599,17410,13599,5858,1540,216857,1,5.58,4.36,3.28,31009,19457,218397,3811,-7741,215317
642330,57855,21499,10643,13590,8882,7275,42020,0,2.69,5.44,11.10,32142,22472,49295,-10856,-4708,34745
16128,15277,13570,31508,13570,31496,11863,95254,1,1.13,0.48,1.06,45078,45066,107117,17938,17926,83391
339646,139521,13567,38652,13567,5945,6662,256769,0,10.28,3.61,2.43,52219,19512,263431,25085,-7622,250107
54479,7727,13540,14779,13540,1628,993,1708,0,0.57,0.52,7.05,28319,15168,2701,1239,-11912,715
363954,79737,19249,12728,13536,12889,12579,96639,0,4.14,6.26,4.56,31977,26425,109218,-6521,-647,84060
306688,79032,13521,8958,13521,6161,4244,30560,0,5.85,8.82,3.88,22479,19682,34804,-4563,-7360,26316
617039,33432,13520,6941,13520,3022,600,812,0,2.47,4.82,18.46,20461,16542,1412,-6579,-10498,212
247278,256703,30820,26278,13520,37991,4409,780945,0,8.33,9.77,0.96,57098,51511,785354,-4542,24471,776536
13597,24563,13513,6381,13513,4140,2265,32952,1,1.82,3.85,0.55,19894,17653,35217,-7132,-9373,30687
200506,225114,13510,79798,13510,9925,5927,72999,0,16.66,2.82,0.89,93308,23435,78926,66288,-3585,67072
37019,38892,13499,55810,13499,5513,1404,2734,1,2.88,0.70,0.95,69309,19012,4138,42311,-7986,1330
377243,36900,13483,15645,13483,3987,1543,1658,1,2.74,2.36,10.22,29128,17470,3201,2162,-9496,115
85246,38296,13459,25605,13459,19800,12691,41187,1,2.85,1.50,2.23,39064,33259,53878,12146,6341,28496
315565,68588,13455,45470,13455,11110,10035,110521,0,5.10,1.51,4.60,58925,24565,120556,32015,-2345,100486
5986,20336,13438,8305,13438,13275,3910,80713,0,1.51,2.45,0.29,21743,26713,84623,-5133,-163,76803
1635602,349097,56657,25971,13430,65813,2436,632521,0,6.16,13.44,4.69,82628,79243,634957,-30686,52383,630085
10377,19445,13424,3367,13424,8980,2580,18779,1,1.45,5.78,0.53,16791,22404,21359,-10057,-4444,16199
190524,29754,13667,4793,13417,8324,6423,18814,0,2.18,6.21,6.40,18460,21741,25237,-8874,-5093,12391
284635,19251,13414,7302,13414,21439,4201,4230,0,1.44,2.64,14.79,20716,34853,8431,-6112,8025,29
153905,125654,13409,16215,13409,6441,1667,270109,1,9.37,7.75,1.22,29624,19850,271776,2806,-6968,268442
269191,1085797,398727,77491,13390,124135,3257,1537620,0,2.72,14.01,0.25,476218,137525,1540877,-321236,110745,1534363
91892,91897,13385,77841,13385,4278,4877,2472,0,6.87,1.18,1.00,91226,17663,7349,64456,-9107,-2405
152974,139594,13381,10632,13381,3329,4643,1075,1,10.43,13.13,1.10,24013,16710,5718,-2749,-10052,-3568
204609,34035,13378,3573,13378,3254,1038,40082,0,2.54,9.53,6.01,16951,16632,41120,-9805,-10124,39044
2370799,43884,26019,37994,13361,20362,25771,170795,0,1.69,1.16,54.02,64013,33723,196566,11975,7001,145024
5917,34900,13332,38735,13332,15082,8774,76100,1,2.62,0.90,0.17,52067,28414,84874,25403,1750,67326
149987,21000,13314,10178,13314,10640,2221,1331,1,1.58,2.06,7.14,23492,23954,3552,-3136,-2674,-890
92935,17815,8120,55859,13310,31874,14401,171201,0,2.19,0.32,5.22,63979,45184,185602,47739,18564,156800
441917,112740,18826,28979,13300,101400,2334,668878,0,5.99,3.89,3.92,47805,114700,671212,10153,88100,666544
622395,66525,4563,2448,13300,1218,1478,38918,0,14.58,27.18,9.36,7011,14518,40396,-2115,-12082,37440
141161,17640,13290,5005,13290,2901,1037,78861,0,1.33,3.52,8.00,18295,16191,79898,-8285,-10389,77824
873601,82004,13277,9238,13277,5527,3027,4402,1,6.18,8.88,10.65,22515,18804,7429,-4039,-7750,1375
398057,79644,13261,92718,13261,14464,2555,3706,0,6.01,0.86,5.00,105979,27725,6261,79457,1203,1151
20061,6688,13237,12578,13237,4356,1542,71000,1,0.51,0.53,3.00,25815,17593,72542,-659,-8881,69458
9891,29357,13231,12871,13231,9669,3409,27522,1,2.22,2.28,0.34,26102,22900,30931,-360,-3562,24113
524519,365928,13222,23607,13222,152633,9665,477516,0,27.68,15.50,1.43,36829,165855,487181,10385,139411,467851
11299,13034,13196,10709,13196,4286,3772,43499,1,0.99,1.22,0.87,23905,17482,47271,-2487,-8910,39727
13544,8534,16738,23054,13168,10672,3289,24709,0,0.51,0.37,1.59,39792,23840,27998,6316,-2496,21420
20086,15649,13122,7297,13122,20876,8869,72842,0,1.19,2.14,1.28,20419,33998,81711,-5825,7754,63973
469987,27824,13120,8171,13120,5177,6479,4843,1,2.12,3.41,16.89,21291,18297,11322,-4949,-7943,-1636
23384,13097,13112,5760,13112,8161,5476,2791,1,1.00,2.27,1.79,18872,21273,8267,-7352,-4951,-2685
379310,80305,13108,10641,13108,4813,1350,264754,1,6.13,7.55,4.72,23749,17921,266104,-2467,-8295,263404
933514,45238,13091,30073,13091,19514,5426,1274,0,3.46,1.50,20.64,43164,32605,6700,16982,6423,-4152
186220,36836,13086,3503,13086,7637,4324,1611,0,2.81,10.52,5.06,16589,20723,5935,-9583,-5449,-2713
9345,18344,13082,11870,13082,7876,7470,20833,1,1.40,1.55,0.51,24952,20958,28303,-1212,-5206,13363
12017,20051,13075,10899,13075,11194,5611,16419,1,1.53,1.84,0.60,23974,24269,22030,-2176,-1881,10808
26184,23548,13067,16339,13067,19786,7579,6993,0,1.80,1.44,1.11,29406,32853,14572,3272,6719,-586
31716,27749,13043,31327,13043,5190,2353,2483,1,2.13,0.89,1.14,44370,18233,4836,18284,-7853,130
741503,107677,17724,10772,13040,7277,3691,193493,0,6.08,10.00,6.89,28496,20317,197184,-6952,-5763,189802
51251,11540,13036,13609,13036,6618,1717,2679,0,0.89,0.85,4.44,26645,19654,4396,573,-6418,962
654039,51216,13035,5726,13035,3795,961,143967,0,3.93,8.94,12.77,18761,16830,144928,-7309,-9240,143006
219847,22648,13029,43389,13029,7302,4999,3000,0,1.74,0.52,9.71,56418,20331,7999,30360,-5727,-1999
989889,59230,12998,21564,12998,11339,12046,2961,0,4.56,2.75,16.71,34562,24337,15007,8566,-1659,-9085
101260,31580,12948,43406,12948,4503,3096,2509,1,2.44,0.73,3.21,56354,17451,5605,30458,-8445,-587
438554,33161,12936,10843,12936,5037,4526,5038,0,2.56,3.06,13.22,23779,17973,9564,-2093,-7899,512
60065,63971,12924,35163,12924,34231,6901,164141,0,4.95,1.82,0.94,48087,47155,171042,22239,21307,157240
204401,87781,121718,1820,12912,60698,2880,764992,0,0.72,48.23,2.33,123538,73610,767872,-119898,47786,762112
143111,22844,12910,6759,12910,1018,717,1636,0,1.77,3.38,6.26,19669,13928,2353,-6151,-11892,919
890456,114707,20079,10705,12905,13299,9878,9242,0,5.71,10.72,7.76,30784,26204,19120,-9374,394,-636
1203036,107710,12896,8473,12896,3527,2048,1112,1,8.35,12.71,11.17,21369,16423,3160,-4423,-9369,-936
274129,73656,25583,10273,12893,18560,6615,304576,0,2.88,7.17,3.72,35856,31453,311191,-15310,5667,297961
614572,101502,12892,9787,12892,7533,9228,7212,0,7.87,10.37,6.05,22679,20425,16440,-3105,-5359,-2016
205480,37541,12887,2675,12887,4312,2349,1642,0,2.91,14.03,5.47,15562,17199,3991,-10212,-8575,-707
10587,9313,12882,5475,12882,5354,7572,126404,0,0.72,1.70,1.14,18357,18236,133976,-7407,-7528,118832
701482,347553,62416,58727,12872,18087,9767,124046,0,5.57,5.92,2.02,121143,30959,133813,-3689,5215,114279
201747,62408,12869,55941,12869,13328,7332,677535,1,4.85,1.12,3.23,68810,26197,684867,43072,459,670203
11715,22127,12868,21533,12868,10843,6657,157903,1,1.72,1.03,0.53,34401,23711,164560,8665,-2025,151246
665259,1109484,32291,375161,12861,272686,2824,1589029,0,34.36,2.96,0.60,407452,285547,1591853,342870,259825,1586205
365474,58223,12832,6473,12832,8558,1723,1382,1,4.54,8.99,6.28,19305,21390,3105,-6359,-4274,-341
168610,46000,12821,11232,12821,3000,3717,1934,0,3.59,4.10,3.67,24053,15821,5651,-1589,-9821,-1783
146130,73841,12795,2333,12795,1839,1917,25434,0,5.77,31.65,1.98,15128,14634,27351,-10462,-10956,23517
772973,92219,19843,9058,12790,7210,1976,207896,0,4.65,10.18,8.38,28901,20000,209872,-10785,-5580,205920
759789,211137,12790,19750,12790,18522,4695,3510,0,16.51,10.69,3.60,32540,31312,8205,6960,5732,-1185
15386,53988,12746,11123,12746,7141,1786,70735,1,4.24,4.85,0.28,23869,19887,72521,-1623,-5605,68949
247768,62236,12744,11284,12744,10025,1878,1769,0,4.88,5.52,3.98,24028,22769,3647,-1460,-2719,-109
1261298,53095,12740,12870,12740,26272,9049,177165,0,4.17,4.13,23.76,25610,39012,186214,130,13532,168116
165511,9227,12736,6750,12736,11046,3712,4225,1,0.72,1.37,17.94,19486,23782,7937,-5986,-1690,513
2675768,431972,101077,17603,12729,76133,5954,762346,0,4.27,24.54,6.19,118680,88862,768300,-83474,63404,756392
17848,17078,12727,46813,12727,3382,7676,5788,1,1.34,0.36,1.05,59540,16109,13464,34086,-9345,-1888
19720,26407,10302,3240,12719,11635,3424,300826,0,2.56,8.15,0.75,13542,24354,304250,-7062,-1084,297402
46742,48295,12712,15034,12712,6902,5305,1738,0,3.80,3.21,0.97,27746,19614,7043,2322,-5810,-3567
146838,193493,24418,48918,12692,13561,10269,164869,0,7.92,3.96,0.76,73336,26253,175138,24500,869,154600
363152,51114,12690,4618,12690,3616,1526,2012,0,4.03,11.07,7.10,17308,16306,3538,-8072,-9074,486
15757,26242,12687,9297,12687,6389,1151,1035,1,2.07,2.82,0.60,21984,19076,2186,-3390,-6298,-116
452567,36369,12681,9186,12681,8908,6117,90833,0,2.87,3.96,12.44,21867,21589,96950,-3495,-3773,84716
766884,7718,12680,2452,12680,10212,2099,146992,1,0.61,3.15,99.36,15132,22892,149091,-10228,-2468,144893
97177,56772,12656,34034,12656,7199,3759,660131,1,4.49,1.67,1.71,46690,19855,663890,21378,-5457,656372
1432193,112574,26647,12214,12655,3843,2407,180202,0,4.22,9.22,12.72,38861,16498,182609,-14433,-8812,177795
1033360,21793,12648,8921,12648,3468,3276,783,0,1.72,2.44,47.42,21569,16116,4059,-3727,-9180,-2493
605089,95385,12645,28145,12645,19429,17105,2760,0,7.54,3.39,6.34,40790,32074,19865,15500,6784,-14345
850264,134395,126757,27411,12644,16608,6327,404842,0,1.06,4.90,6.33,154168,29252,411169,-99346,3964,398515
1035879,396122,276609,11261,12640,243592,9453,1295201,0,1.43,35.18,2.62,287870,256232,1304654,-265348,230952,1285748
934899,38253,12615,18329,12615,6213,2468,4778,0,3.03,2.09,24.44,30944,18828,7246,5714,-6402,2310
1389171,45030,12614,16214,12614,13543,3208,208616,1,3.57,2.78,30.85,28828,26157,211824,3600,929,205408
531792,58992,20767,35591,12601,6509,2753,225966,0,2.84,1.66,9.01,56358,19110,228719,14824,-6092,223213
71841,14422,12594,26595,12594,2828,7079,5012,1,1.15,0.54,4.98,39189,15422,12091,14001,-9766,-2067
27629,13911,12578,11916,12578,17393,8150,99398,0,1.11,1.17,1.99,24494,29971,107548,-662,4815,91248
66633,12551,12569,14744,12569,2185,2482,1143,1,1.00,0.85,5.31,27313,14754,3625,2175,-10384,-1339
790004,102197,12543,52019,12543,10141,2973,166547,1,8.15,1.96,7.73,64562,22684,169520,39476,-2402,163574
91564,29078,12542,2545,12542,6961,3466,76935,0,2.32,11.43,3.15,15087,19503,80401,-9997,-5581,73469
14477,19557,12540,6903,12540,5785,6050,54099,1,1.56,2.83,0.74,19443,18325,60149,-5637,-6755,48049
37799,12396,12515,32916,12515,40013,12371,23908,0,0.99,0.38,3.05,45431,52528,36279,20401,27498,11537
106972,20678,12502,1596,12502,5668,2568,2841,1,1.65,12.96,5.17,14098,18170,5409,-10906,-6834,273
10642,16327,9781,12126,12502,16798,21765,177828,0,1.67,1.35,0.65,21907,29300,199593,2345,4296,156063
554292,104244,9598,17255,12485,5193,4384,164663,0,10.86,6.04,5.32,26853,17678,169047,7657,-7292,160279
109210,30333,8719,6450,12483,8558,7975,207199,0,3.48,4.70,3.60,15169,21041,215174,-2269,-3925,199224
1564961,49766,12482,14686,12482,3394,2765,153141,1,3.99,3.39,31.45,27168,15876,155906,2204,-9088,150376
17157,28042,12438,14592,12438,38430,23622,44973,1,2.25,1.92,0.61,27030,50868,68595,2154,25992,21351
3240,21109,12438,12063,12438,9141,3088,15202,1,1.70,1.75,0.15,24501,21579,18290,-375,-3297,12114
1110922,91658,54638,13653,12435,19416,1938,417139,0,1.68,6.71,12.12,68291,31851,419077,-40985,6981,415201
280464,172430,12431,4253,12431,5768,1093,100255,0,13.87,40.54,1.63,16684,18199,101348,-8178,-6663,99162
871222,349746,93213,13763,12426,53420,4542,742814,0,3.75,25.41,2.49,106976,65846,747356,-79450,40994,738272
356761,61518,27371,22766,12399,21685,1462,386913,0,2.25,2.70,5.80,50137,34084,388375,-4605,9286,385451
150059,10625,12394,24978,12394,3032,1297,1419,1,0.86,0.43,14.12,37372,15426,2716,12584,-9362,122
467237,124258,102123,8680,12384,94535,2015,857387,0,1.22,14.32,3.76,110803,106919,859402,-93443,82151,855372
1029278,219090,12383,123703,12383,12039,5318,55173,0,17.69,1.77,4.70,136086,24422,60491,111320,-344,49855
630145,18951,23055,10287,12382,2349,1147,117668,0,0.82,1.84,33.25,33342,14731,118815,-12768,-10033,116521
485900,348905,12382,7601,12382,6226,3215,654165,1,28.18,45.90,1.39,19983,18608,657380,-4781,-6156,650950
154133,391927,60133,3952,12365,26116,6041,377842,0,6.52,99.17,0.39,64085,38481,383883,-56181,13751,371801
141184,140835,12347,8324,12347,25580,13218,110311,0,11.41,16.92,1.00,20671,37927,123529,-4023,13233,97093
226885,50496,12346,1256,12346,9068,2032,19029,1,4.09,40.20,4.49,13602,21414,21061,-11090,-3278,16997
832273,71143,9297,6819,12339,3195,1511,192262,0,7.65,10.43,11.70,16116,15534,193773,-2478,-9144,190751
1013694,44447,68081,19782,12336,22779,766,427866,0,0.65,2.25,22.81,87863,35115,428632,-48299,10443,427100
990340,65198,4301,5731,12308,5440,1834,71370,0,15.16,11.38,15.19,10032,17748,73204,1430,-6868,69536
12341,52179,12275,9541,12275,3860,2653,59325,1,4.25,5.47,0.24,21816,16135,61978,-2734,-8415,56672
696550,287496,55956,23585,12272,9509,3058,378749,0,5.14,12.19,2.42,79541,21781,381807,-32371,-2763,375691
623181,75017,12268,27042,12268,12861,9112,125152,0,6.11,2.77,8.31,39310,25129,134264,14774,593,116040
8521,7495,12246,2221,12246,16194,7989,15587,1,0.61,3.37,1.14,14467,28440,23576,-10025,3948,7598
28816,26063,20299,9168,12237,5209,4346,408882,0,1.28,2.84,1.11,29467,17446,413228,-11131,-7028,404536
9760,23233,12226,14952,12226,6208,12543,76019,0,1.90,1.55,0.42,27178,18434,88562,2726,-6018,63476
629938,142319,12202,71554,12202,9035,9360,11520,1,11.66,1.99,4.43,83756,21237,20880,59352,-3167,2160
336331,17519,12200,53875,12200,23577,4737,147571,1,1.44,0.33,19.20,66075,35777,152308,41675,11377,142834
201826,87415,12193,51681,12193,49422,15153,7123,1,7.17,1.69,2.31,63874,61615,22276,39488,37229,-8030
23443,11079,12189,5184,12189,9944,3271,170304,1,0.91,2.14,2.12,17373,22133,173575,-7005,-2245,167033
789186,30706,12161,1211,12161,1097,257,60853,1,2.52,25.36,25.70,13372,13258,61110,-10950,-11064,60596
112247,15755,12147,2332,12147,3834,8003,5820,1,1.30,6.76,7.12,14479,15981,13823,-9815,-8313,-2183
437918,139140,12147,7968,12147,9754,3951,695293,1,11.45,17.46,3.15,20115,21901,699244,-4179,-2393,691342
168529,78510,12142,14870,12142,11211,9411,7892,0,6.47,5.28,2.15,27012,23353,17303,2728,-931,-1519
130769,15770,12134,4082,12134,4057,1334,29326,0,1.30,3.86,8.29,16216,16191,30660,-8052,-8077,27992
889165,95671,26556,1542,12131,3791,4541,186201,0,3.60,62.04,9.29,28098,15922,190742,-25014,-8340,181660
13482,5119,12114,24246,12114,3084,2745,876,1,0.42,0.21,2.63,36360,15198,3621,12132,-9030,-1869
19344,76843,12110,9028,12110,7127,5104,41086,1,6.35,8.51,0.25,21138,19237,46190,-3082,-4983,35982
4930,9693,8869,5511,12099,13889,1964,343942,0,1.09,1.76,0.51,14380,25988,345906,-3358,1790,341978
21973,28630,12096,22668,12096,19880,23236,74253,0,2.37,1.26,0.77,34764,31976,97489,10572,7784,51017
378618,65690,101050,6792,12041,65071,1968,297473,0,0.65,9.67,5.76,107842,77112,299441,-94258,53030,295505
1638347,629793,139874,22810,12031,96000,4391,1031533,0,4.50,27.61,2.60,162684,108031,1035924,-117064,83969,1027142
103264,169764,109160,38177,12031,21410,27696,241626,0,1.56,4.45,0.61,147337,33441,269322,-70983,9379,213930
1769672,62625,12014,5972,12014,7501,3100,146580,1,5.21,10.49,28.26,17986,19515,149680,-6042,-4513,143480
891044,163093,11994,12599,11994,18453,10680,9423,1,13.60,12.94,5.46,24593,30447,20103,605,6459,-1257
796021,342965,27616,24755,11983,12653,1476,371267,0,12.42,13.85,2.32,52371,24636,372743,-2861,670,369791
1498315,306131,53810,318600,11980,200151,1941,1136972,0,5.69,0.96,4.89,372410,212131,1138913,264790,188171,1135031
704425,63677,36018,33074,11973,26349,16360,184641,0,1.77,1.93,11.06,69092,38322,201001,-2944,14376,168281
524127,40533,2196,23937,11950,8849,3894,382593,0,18.46,1.69,12.93,26133,20799,386487,21741,-3101,378699
403993,48424,11945,64909,11945,10878,5247,8857,0,4.05,0.75,8.34,76854,22823,14104,52964,-1067,3610
1752843,111865,38622,25281,11940,2952,1459,195756,0,2.90,4.42,15.67,63903,14892,197215,-13341,-8988,194297
18608,6021,11936,21823,11936,2956,3852,2335,0,0.50,0.28,3.09,33759,14892,6187,9887,-8980,-1517
62245,24015,11928,6351,11928,5477,4459,2469,1,2.01,3.78,2.59,18279,17405,6928,-5577,-6451,-1990
14109,16228,11912,7225,11912,7906,5757,128061,0,1.36,2.25,0.87,19137,19818,133818,-4687,-4006,122304
899444,75475,11912,45383,11912,9145,3639,384160,0,6.34,1.66,11.92,57295,21057,387799,33471,-2767,380521
29600,74890,11911,38457,11911,7691,15463,4658,0,6.29,1.95,0.40,50368,19602,20121,26546,-4220,-10805
378094,279978,11911,28301,11911,30959,12402,585184,1,23.51,9.89,1.35,40212,42870,597586,16390,19048,572782
235125,6608,12856,3183,11899,2531,2329,37215,0,0.51,2.08,35.58,16039,14430,39544,-9673,-9368,34886
1359666,417283,90150,9608,11896,246663,15687,1331816,0,4.63,43.43,3.26,99758,258559,1347503,-80542,234767,1316129
1123221,116772,11893,946,11893,8620,2911,659885,1,9.82,123.44,9.62,12839,20513,662796,-10947,-3273,656974
4010,20634,11877,13590,11877,6377,2221,28032,1,1.74,1.52,0.19,25467,18254,30253,1713,-5500,25811
107407,24640,11876,23997,11876,3845,1039,3372,0,2.07,1.03,4.36,35873,15721,4411,12121,-8031,2333
26367,13775,11863,36126,11863,6980,3729,1844,0,1.16,0.38,1.91,47989,18843,5573,24263,-4883,-1885
96523,14185,11862,6281,11862,4992,5174,6120,1,1.20,2.26,6.80,18143,16854,11294,-5581,-6870,946
127892,161506,11827,20267,11827,18536,16049,73920,1,13.66,7.97,0.79,32094,30363,89969,8440,6709,57871
6906,7941,11801,11211,11801,32345,4243,148417,1,0.67,0.71,0.87,23012,44146,152660,-590,20544,144174
41668,18620,11789,3787,11789,8677,1515,4932,0,1.58,4.92,2.24,15576,20466,6447,-8002,-3112,3417
11150,4188,11787,90128,11787,5458,1940,1495,1,0.36,0.05,2.66,101915,17245,3435,78341,-6329,-445
941649,34161,11784,24564,11784,8083,11486,5205,0,2.90,1.39,27.57,36348,19867,16691,12780,-3701,-6281
100468,102918,19664,24399,11748,13906,3230,383608,0,5.23,4.22,0.98,44063,25654,386838,4735,2158,380378
979102,574058,29913,583521,11743,210684,6889,1518368,0,19.19,0.98,1.71,613434,222427,1525257,553608,198941,1511479
165838,37929,8393,11815,11741,16920,15830,296216,0,4.52,3.21,4.37,20208,28661,312046,3422,5179,280386
17110,12467,11720,12454,11720,13648,10889,106181,0,1.06,1.00,1.37,24174,25368,117070,734,1928,95292
256585,36721,7256,10061,11707,2531,828,87124,0,5.06,3.65,6.99,17317,14238,87952,2805,-9176,86296
5373,28350,11674,6131,11674,9613,5441,15533,1,2.43,4.62,0.19,17805,21287,20974,-5543,-2061,10092
201833,94248,11657,5013,11657,9894,4774,111272,0,8.09,18.80,2.14,16670,21551,116046,-6644,-1763,106498
1055895,34650,39394,43551,11646,14976,15449,75902,0,0.88,0.80,30.47,82945,26622,91351,4157,3330,60453
45857,38111,11628,17797,11628,8352,12104,118801,0,3.28,2.14,1.20,29425,19980,130905,6169,-3276,106697
314974,87642,11626,15171,11626,7486,7312,677890,1,7.54,5.78,3.59,26797,19112,685202,3545,-4140,670578
926605,114623,11623,30616,11623,10966,11765,7853,1,9.86,3.74,8.08,42239,22589,19618,18993,-657,-3912
981104,122359,82517,26125,11623,57627,2059,810852,0,1.48,4.68,8.02,108642,69250,812911,-56392,46004,808793
88351,44001,25140,7932,11622,4811,1919,97099,0,1.75,5.55,2.01,33072,16433,99018,-17208,-6811,95180
270044,99507,11621,25920,11621,19177,5560,594112,1,8.56,3.84,2.71,37541,30798,599672,14299,7556,588552
727645,97064,11613,16154,11613,17294,3095,210630,0,8.36,6.01,7.50,27767,28907,213725,4541,5681,207535
806096,831079,22925,159576,11604,254213,5520,1318463,0,36.25,5.21,0.97,182501,265817,1323983,136651,242609,1312943
322759,101449,11592,47914,11592,5561,1885,2905,0,8.75,2.12,3.18,59506,17153,4790,36322,-6031,1020
1158882,63746,11588,11488,11588,14623,3907,2851,1,5.50,5.55,18.18,23076,26211,6758,-100,3035,-1056
14624,23092,4676,17815,11575,6923,3450,368713,0,4.94,1.30,0.63,22491,18498,372163,13139,-4652,365263
87486,53525,11557,11249,11557,9180,2742,26132,1,4.63,4.76,1.63,22806,20737,28874,-308,-2377,23390
759978,48736,11545,12794,11545,5664,9070,6870,0,4.22,3.81,15.59,24339,17209,15940,1249,-5881,-2200
31590,19494,11524,6827,11524,8631,4442,19030,1,1.69,2.86,1.62,18351,20155,23472,-4697,-2893,14588
6978,8977,11507,11823,11507,21096,2206,3254,1,0.78,0.76,0.78,23330,32603,5460,316,9589,1048
25889,31595,11498,30628,11498,126385,12683,3407,1,2.75,1.03,0.82,42126,137883,16090,19130,114887,-9276
614654,99737,11475,3218,11475,7003,8150,2949,1,8.69,30.99,6.16,14693,18478,11099,-8257,-4472,-5201
684506,1678285,277710,14224,11475,279211,6755,1621334,0,6.04,117.99,0.41,291934,290686,1628089,-263486,267736,1614579
94217,32557,11461,11219,11461,9647,1923,10271,1,2.84,2.90,2.89,22680,21108,12194,-242,-1814,8348
209286,10515,11446,1769,11446,1060,266,61755,1,0.92,5.94,19.90,13215,12506,62021,-9677,-10386,61489
585385,256121,8613,55471,11444,28678,4216,521554,0,29.74,4.62,2.29,64084,40122,525770,46858,17234,517338
285887,112162,11440,16267,11440,3979,5920,5510,0,9.80,6.90,2.55,27707,15419,11430,4827,-7461,-410
55039,41113,11435,12925,11435,8277,3361,38191,1,3.60,3.18,1.34,24360,19712,41552,1490,-3158,34830
296374,188968,11418,11870,11418,11059,4100,174375,0,16.55,15.92,1.57,23288,22477,178475,452,-359,170275
1499916,49421,11411,7354,11411,5954,5671,189698,1,4.33,6.72,30.35,18765,17365,195369,-4057,-5457,184027
193403,14836,11409,2235,11409,4112,1327,12586,0,1.30,6.64,13.04,13644,15521,13913,-9174,-7297,11259
1077434,897903,30013,9166,11399,10119,12719,308097,0,29.92,97.96,1.20,39179,21518,320816,-20847,-1280,295378
980729,237704,11395,30762,11395,12603,6593,706411,1,20.86,7.73,4.13,42157,23998,713004,19367,1208,699818
470422,21501,11374,14009,11374,31866,11676,530185,1,1.89,1.53,21.88,25383,43240,541861,2635,20492,518509
944421,28590,11363,3217,11363,1781,3402,1313,1,2.52,8.89,33.03,14580,13144,4715,-8146,-9582,-2089
111512,93464,11360,48845,11360,18201,23104,75910,0,8.23,1.91,1.19,60205,29561,99014,37485,6841,52806
1732486,30051,28221,32614,11356,26405,41617,133748,0,1.06,0.92,57.65,60835,37761,175365,4393,15049,92131
473238,26401,11343,11743,11343,7974,6857,4247,0,2.33,2.25,17.93,23086,19317,11104,400,-3369,-2610
71420,41582,11324,23372,11324,6167,6575,6000,0,3.67,1.78,1.72,34696,17491,12575,12048,-5157,-575
460589,42965,11282,9499,11282,1572,1672,191112,1,3.81,4.52,10.72,20781,12854,192784,-1783,-9710,189440
36779,23356,10348,7168,11281,7577,7414,413980,0,2.26,3.26,1.57,17516,18858,421394,-3180,-3704,406566
1018449,66440,11272,15027,11272,14555,10170,3586,0,5.89,4.42,15.33,26299,25827,13756,3755,3283,-6584
13219,24349,12660,9048,11263,14846,4995,456792,0,1.92,2.69,0.54,21708,26109,461787,-3612,3583,451797
107240,19589,11253,8342,11253,6180,2614,12902,0,1.74,2.35,5.47,19595,17433,15516,-2911,-5073,10288
103711,17966,11249,6044,11249,3892,2718,2343,0,1.60,2.97,5.77,17293,15141,5061,-5205,-7357,-375
22745,4599,11232,12794,11232,5697,3622,22056,1,0.41,0.36,4.95,24026,16929,25678,1562,-5535,18434
448637,246167,107108,18229,11231,32796,1106,455133,0,2.30,13.50,1.82,125337,44027,456239,-88879,21565,454027
78506,38553,11215,58161,11215,4844,3463,2698,1,3.44,0.66,2.04,69376,16059,6161,46946,-6371,-765
29839,10993,11214,36082,11214,12312,4687,1829,0,0.98,0.30,2.71,47296,23526,6516,24868,1098,-2858
2591743,342795,285536,109153,11213,25062,19689,219810,0,1.20,3.14,7.56,394689,36275,239499,-176383,13849,200121
886464,74847,11207,10643,11207,6340,3020,19449,0,6.68,7.03,11.84,21850,17547,22469,-564,-4867,16429
289102,141781,11202,9714,11202,6031,6124,2790,0,12.66,14.60,2.04,20916,17233,8914,-1488,-5171,-3334
161759,281305,61964,69775,11189,4896,4368,306455,0,4.54,4.03,0.58,131739,16085,310823,7811,-6293,302087
36785,20107,11183,8120,11183,2989,3337,1455,1,1.80,2.48,1.83,19303,14172,4792,-3063,-8194,-1882
7436,26063,11179,11199,11179,4255,2926,11389,1,2.33,2.33,0.29,22378,15434,14315,20,-6924,8463
1467206,75312,11164,43470,11164,29685,9730,672035,1,6.75,1.73,19.48,54634,40849,681765,32306,18521,662305
1025802,61238,23498,16906,11158,3523,4642,202314,0,2.61,3.62,16.75,40404,14681,206956,-6592,-7635,197672
491927,212257,11154,14340,11154,16724,8181,86404,0,19.03,14.80,2.32,25494,27878,94585,3186,5570,78223
1142179,280998,45127,27861,11110,20713,4804,390940,0,6.23,10.09,4.06,72988,31823,395744,-17266,9603,386136
604709,1055028,212012,241905,11102,128583,6673,1517968,0,4.98,4.36,0.57,453917,139685,1524641,29893,117481,1511295
